Date,mean_excess_5d,hit_rate_excess,n_picks
2022-07-18,0.004278222136480547,0.6666666666666666,3
2022-07-19,0.0025654924836502335,0.8,5
2022-07-20,-0.017126389646749063,0.2,5
2022-07-21,-0.024273466727074866,0.0,5
2022-07-22,-0.024602582087523167,0.25,4
2022-07-25,0.04092846743732026,1.0,1
2022-07-26,0.0032783430294796023,1.0,1
2022-07-27,0.0400542562499417,0.8,5
2022-07-28,0.0637335296426364,1.0,4
2022-07-29,0.012479193172847203,0.8,5
2022-08-01,-0.006619877533239826,0.4,5
2022-08-02,-0.014764673756130265,0.6,5
2022-08-03,-0.004393048288426749,0.8,5
2022-08-04,-0.02303998136386747,0.2,5
2022-08-05,-0.008011937537300607,0.2,5
2022-08-08,0.01817372266412396,0.4,5
2022-08-09,0.01903054930773731,0.6,5
2022-08-10,0.005608418242852431,0.4,5
2022-08-11,-0.005086235294386765,0.2,5
2022-08-12,-0.019165354189810378,0.0,5
2022-08-15,-0.024043496776366035,0.2,5
2022-08-16,-0.015245450485977207,0.4,5
2022-08-17,-0.015308442916966803,0.2,5
2022-08-18,-0.009819672209283703,0.2,5
2022-08-19,-0.0054242460142525095,0.2,5
2022-08-22,0.005147795783470244,1.0,1
2022-08-23,-0.0011627002053350988,0.5,2
2022-08-24,0.007501381145569974,1.0,1
2022-08-25,0.013068656286414848,1.0,1
2022-10-18,-0.004390737916238896,0.0,1
2022-10-19,-0.002676484295291326,0.5,2
2022-10-21,0.022567929236472127,0.4,5
2022-10-24,0.034688489391497955,1.0,5
2022-10-25,0.045682869365451365,0.8,5
2022-10-26,0.04712849668726764,1.0,5
2022-10-27,0.04417964602426774,1.0,5
2022-10-28,0.05437083033835002,1.0,5
2022-10-31,0.046643611635789964,1.0,5
2022-11-01,0.03760796172656313,1.0,5
2022-11-02,0.028886314098816545,1.0,5
2022-11-03,-0.0004937605931767842,0.2,5
2022-11-04,-0.002449490328032278,0.4,5
2022-11-07,0.012287466340744268,0.4,5
2022-11-08,0.008647943841252514,0.4,5
2022-11-09,-0.024612573765207778,0.0,5
2022-11-10,-0.009905840259522413,0.2,5
2022-11-11,-0.014765433169773657,0.2,5
2022-11-14,-0.012808897500038085,0.2,5
2022-11-15,-0.008440388155574264,0.4,5
2022-11-16,0.003043325324841151,0.6,5
2022-11-17,0.003989657675585479,0.8,5
2022-11-18,0.004394241169480284,0.6,5
2022-11-21,0.012685371629111718,0.8,5
2022-11-22,0.006470790631857381,0.6,5
2022-11-23,0.0022584954360409305,0.4,5
2022-11-25,0.009628724242433485,0.6,5
2022-11-28,0.026404981606206468,0.75,4
2022-11-29,0.003941102061876117,0.75,4
2022-11-30,-0.0010424290687915505,0.4,5
2022-12-01,0.024400206537687354,0.8,5
2022-12-02,0.01427216645993754,0.8,5
2022-12-05,0.025256424442227886,1.0,5
2022-12-06,0.06733291958249521,1.0,2
2022-12-07,0.04673000173026198,1.0,2
2022-12-08,0.004970147900959843,0.6,5
2022-12-12,0.030336420232378147,1.0,2
2022-12-13,-0.0021869330408454957,0.6666666666666666,3
2022-12-14,0.029029978086551167,1.0,1
2022-12-21,-0.02894975377278297,0.0,1
2022-12-27,0.046928636194772944,1.0,2
2023-01-04,-0.0045451688439800035,0.3333333333333333,3
2023-01-05,-0.010197318423732135,0.3333333333333333,3
2023-01-06,-0.016125512692646022,0.3333333333333333,3
2023-01-09,-0.016372467841429317,0.25,4
2023-01-10,-0.009055180269689234,0.6,5
2023-01-11,0.0018088888878990406,0.5,2
2023-01-12,-0.01664599088252941,0.25,4
2023-01-13,-0.016703729781056897,0.2,5
2023-01-17,0.01423783877273881,0.4,5
2023-01-18,0.008169229593839292,0.3333333333333333,3
2023-01-19,0.02759490236901163,0.6,5
2023-01-20,0.04452410438111265,0.8,5
2023-01-23,0.005651771492938584,0.6,5
2023-01-24,0.01180527314178743,0.6,5
2023-01-25,0.02521710893624256,0.6,5
2023-01-26,0.03576727729138822,0.8,5
2023-01-27,0.010691178282844715,0.6,5
2023-01-30,0.014172162091960105,0.4,5
2023-01-31,0.017618793714689062,0.6,5
2023-02-01,0.010746274458684878,0.6,5
2023-02-02,-0.003040908187089997,0.6,5
2023-02-03,-0.007935379049093605,0.4,5
2023-02-06,0.00483407000231244,0.8,5
2023-02-07,0.010394219835623964,0.6,5
2023-02-08,0.0006782875843075242,0.8,5
2023-02-09,-0.018353604553760627,0.2,5
2023-02-10,-0.003126097143067663,0.4,5
2023-02-13,-0.01756363732175148,0.0,5
2023-02-14,-0.02066378870589567,0.2,5
2023-02-15,0.007361702529016689,0.4,5
2023-02-16,0.010667081980533876,0.4,5
2023-02-17,0.038694380584144795,0.6666666666666666,3
2023-02-23,-0.007677137030521197,0.0,1
2023-02-24,0.0062350281597383095,1.0,1
2023-02-27,-0.014690861521779564,0.0,1
2023-02-28,-0.0019710435156068407,0.0,1
2023-03-01,0.05474683672014491,1.0,1
2023-03-02,0.02094399605492847,1.0,1
2023-03-03,0.006507153289276535,1.0,1
2023-03-06,0.022283088776586135,1.0,1
2023-03-07,0.04969989160936783,1.0,1
2023-03-14,0.07043804250465491,1.0,1
2023-03-16,0.07202410669083203,1.0,1
2023-03-17,0.026202140875708713,1.0,1
2023-03-20,0.021418480550550734,1.0,2
2023-03-21,0.0219174740815119,1.0,2
2023-03-22,0.04120867137760468,0.6666666666666666,3
2023-03-23,0.026997131783237593,0.6666666666666666,3
2023-03-24,0.02270854028245245,0.75,4
2023-03-27,0.025478525184982503,0.75,4
